date,levelname,message,project_name,status,duration,load_file
2024-06-17 15:08:11,INFO,Start timestamp: 2024-06-17 15:08:11.19748,00-streamlit_app,success,0.0471s,2024-07-27 10:06:02
2024-06-17 15:08:11,INFO,Len of excel founded in uploaded file 1187,00-streamlit_app,success,0.0478s,2024-07-27 10:06:02
2024-06-17 15:09:13,INFO,The processing has been made without any e,00-streamlit_app,success,0.0482s,2024-07-27 10:06:02
2024-06-17 15:09:13,INFO,Len of df processed 1164,00-streamlit_app,success,0.0485s,2024-07-27 10:06:02
2024-06-17 15:09:13,INFO,Processing completed!,00-streamlit_app,success,0.0489s,2024-07-27 10:06:02
2024-06-17 15:09:13,INFO,Traitement finished timestamp: 2024-06-17 ,00-streamlit_app,success,0.0492s,2024-07-27 10:06:02
2024-06-17 15:09:13,INFO,Duration job: 0h:1m:2s,00-streamlit_app,success,0.0495s,2024-07-27 10:06:02
2024-06-13 18:24:06,INFO,Start timestamp: 2024-06-13 18:24:06.17963,00-streamlit_app,success,0.0532s,2024-07-27 10:06:02
2024-06-13 18:24:07,INFO,Len of excel founded in uploaded file 1187,00-streamlit_app,success,0.0540s,2024-07-27 10:06:02
2024-06-11 17:30:37,INFO,Start timestamp: 2024-06-11 17:30:37.57155,00-streamlit_app,success,0.0606s,2024-07-27 10:06:02
2024-06-11 17:30:37,INFO,Len of excel founded in uploaded file 1187,00-streamlit_app,success,0.0610s,2024-07-27 10:06:02
2024-06-11 17:31:39,INFO,The processing has been made without any e,00-streamlit_app,success,0.0614s,2024-07-27 10:06:02
2024-06-11 17:31:40,INFO,Len of df processed 1164,00-streamlit_app,success,0.0616s,2024-07-27 10:06:02
2024-06-11 17:31:40,INFO,Processing completed!,00-streamlit_app,success,0.0619s,2024-07-27 10:06:02
2024-06-11 17:31:40,INFO,Traitement finished timestamp: 2024-06-11 ,00-streamlit_app,success,0.0621s,2024-07-27 10:06:02
2024-06-11 17:31:40,INFO,Duration job: 0h:1m:2s,00-streamlit_app,success,0.0624s,2024-07-27 10:06:02
2024-06-11 17:32:42,INFO,Start timestamp: 2024-06-11 17:32:42.60139,00-streamlit_app,success,0.0626s,2024-07-27 10:06:02
2024-06-11 17:32:42,INFO,Len of excel founded in uploaded file 1187,00-streamlit_app,success,0.0628s,2024-07-27 10:06:02
2024-06-11 17:33:44,INFO,The processing has been made without any e,00-streamlit_app,success,0.0630s,2024-07-27 10:06:02
2024-06-11 17:33:44,INFO,Len of df processed 1164,00-streamlit_app,success,0.0633s,2024-07-27 10:06:02
2024-06-11 17:33:44,INFO,Processing completed!,00-streamlit_app,success,0.0636s,2024-07-27 10:06:02
2024-06-11 17:33:45,INFO,Traitement finished timestamp: 2024-06-11 ,00-streamlit_app,success,0.0638s,2024-07-27 10:06:02
2024-06-11 17:33:45,INFO,Duration job: 0h:1m:2s,00-streamlit_app,success,0.0640s,2024-07-27 10:06:02
2024-06-11 17:34:23,INFO,Start timestamp: 2024-06-11 17:34:23.28383,00-streamlit_app,success,0.0642s,2024-07-27 10:06:02
2024-06-11 17:34:23,INFO,Len of excel founded in uploaded file 1187,00-streamlit_app,success,0.0645s,2024-07-27 10:06:02
2024-06-11 17:35:25,INFO,The processing has been made without any e,00-streamlit_app,success,0.0647s,2024-07-27 10:06:02
2024-06-11 17:35:25,INFO,Len of df processed 1164,00-streamlit_app,success,0.0651s,2024-07-27 10:06:02
2024-06-11 17:35:25,INFO,Processing completed!,00-streamlit_app,success,0.0658s,2024-07-27 10:06:02
2024-06-11 17:35:25,INFO,Traitement finished timestamp: 2024-06-11 ,00-streamlit_app,success,0.0660s,2024-07-27 10:06:02
2024-06-11 17:35:25,INFO,Duration job: 0h:1m:2s,00-streamlit_app,success,0.0664s,2024-07-27 10:06:02
2024-06-11 17:35:59,INFO,Start timestamp: 2024-06-11 17:35:59.24706,00-streamlit_app,success,0.0669s,2024-07-27 10:06:02
2024-06-11 17:35:59,INFO,Len of excel founded in uploaded file 1187,00-streamlit_app,success,0.0672s,2024-07-27 10:06:02
2024-06-11 17:37:01,INFO,The processing has been made without any e,00-streamlit_app,success,0.0675s,2024-07-27 10:06:02
2024-06-11 17:37:01,INFO,Len of df processed 1164,00-streamlit_app,success,0.0679s,2024-07-27 10:06:02
2024-06-11 17:37:01,INFO,Processing completed!,00-streamlit_app,success,0.0682s,2024-07-27 10:06:02
2024-06-11 17:37:01,INFO,Traitement finished timestamp: 2024-06-11 ,00-streamlit_app,success,0.0686s,2024-07-27 10:06:02
2024-06-11 17:37:01,INFO,Duration job: 0h:1m:2s,00-streamlit_app,success,0.0689s,2024-07-27 10:06:02
2024-06-13 19:40:02,INFO,Start timestamp: 2024-06-13 19:40:02.26653,00-streamlit_app,success,0.0889s,2024-07-27 10:06:02
2024-06-13 19:40:02,INFO,Len of excel founded in uploaded file 1187,00-streamlit_app,success,0.0895s,2024-07-27 10:06:02
2024-06-13 19:41:04,INFO,The processing has been made without any e,00-streamlit_app,success,0.0899s,2024-07-27 10:06:02
2024-06-13 19:41:04,INFO,Len of df processed 1164,00-streamlit_app,success,0.0902s,2024-07-27 10:06:02
2024-06-13 19:41:04,INFO,Processing completed!,00-streamlit_app,success,0.0904s,2024-07-27 10:06:02
2024-06-13 19:41:04,INFO,Traitement finished timestamp: 2024-06-13 ,00-streamlit_app,success,0.0906s,2024-07-27 10:06:02
2024-06-13 19:41:04,INFO,Duration job: 0h:1m:2s,00-streamlit_app,success,0.0908s,2024-07-27 10:06:02
2024-06-17 14:42:17,INFO,Start timestamp: 2024-06-17 14:42:17.57706,00-streamlit_app,success,0.1054s,2024-07-27 10:06:02
2024-06-17 14:42:17,INFO,Len of excel founded in uploaded file 1187,00-streamlit_app,success,0.1057s,2024-07-27 10:06:02
2024-06-17 14:43:19,INFO,The processing has been made without any e,00-streamlit_app,success,0.1059s,2024-07-27 10:06:02
2024-06-17 14:43:20,INFO,Len of df processed 1164,00-streamlit_app,success,0.1060s,2024-07-27 10:06:02
2024-06-17 14:43:20,INFO,Processing completed!,00-streamlit_app,success,0.1061s,2024-07-27 10:06:02
2024-06-17 14:43:20,INFO,Traitement finished timestamp: 2024-06-17 ,00-streamlit_app,success,0.1061s,2024-07-27 10:06:02
2024-06-17 14:43:20,INFO,Duration job: 0h:1m:2s,00-streamlit_app,success,0.1062s,2024-07-27 10:06:02
2024-06-13 19:37:20,INFO,Start timestamp: 2024-06-13 19:37:20.22223,00-streamlit_app,success,0.1127s,2024-07-27 10:06:02
2024-06-13 19:37:21,INFO,Len of excel founded in uploaded file 1187,00-streamlit_app,success,0.1129s,2024-07-27 10:06:02
2024-06-13 19:38:23,INFO,The processing has been made without any e,00-streamlit_app,success,0.1130s,2024-07-27 10:06:02
2024-06-13 19:38:23,INFO,Len of df processed 1164,00-streamlit_app,success,0.1131s,2024-07-27 10:06:02
2024-06-13 19:38:23,INFO,Processing completed!,00-streamlit_app,success,0.1132s,2024-07-27 10:06:02
2024-06-13 19:38:23,INFO,Traitement finished timestamp: 2024-06-13 ,00-streamlit_app,success,0.1133s,2024-07-27 10:06:02
2024-06-13 19:38:23,INFO,Duration job: 0h:1m:3s,00-streamlit_app,success,0.1134s,2024-07-27 10:06:02
2024-06-13 18:35:43,INFO,Start timestamp: 2024-06-13 18:35:43.88917,00-streamlit_app,success,0.1210s,2024-07-27 10:06:02
2024-06-13 18:35:44,INFO,Len of excel founded in uploaded file 1187,00-streamlit_app,success,0.1213s,2024-07-27 10:06:02
2024-06-17 13:48:59,INFO,File has been read for verification succes,00-streamlit_app,success,0.1304s,2024-07-27 10:06:02
2024-06-17 13:49:20,INFO,Start timestamp: 2024-06-17 13:49:20.59480,00-streamlit_app,success,0.1307s,2024-07-27 10:06:02
2024-06-17 13:49:21,INFO,Len of excel founded in uploaded file 1187,00-streamlit_app,success,0.1308s,2024-07-27 10:06:02
2024-06-17 13:50:24,INFO,The processing has been made without any e,00-streamlit_app,success,0.1310s,2024-07-27 10:06:02
2024-06-17 13:50:24,INFO,Len of df processed 1164,00-streamlit_app,success,0.1311s,2024-07-27 10:06:02
2024-06-17 13:50:24,INFO,Processing completed!,00-streamlit_app,success,0.1313s,2024-07-27 10:06:02
2024-06-17 13:50:24,INFO,Traitement finished timestamp: 2024-06-17 ,00-streamlit_app,success,0.1317s,2024-07-27 10:06:02
2024-06-17 13:50:24,INFO,Duration job: 0h:1m:3s,00-streamlit_app,success,0.1324s,2024-07-27 10:06:02
2024-06-13 20:36:16,INFO,Start timestamp: 2024-06-13 20:36:16.53779,00-streamlit_app,success,0.1382s,2024-07-27 10:06:02
2024-06-13 20:36:18,INFO,Len of excel founded in uploaded file 1187,00-streamlit_app,success,0.1387s,2024-07-27 10:06:02
2024-06-13 20:37:20,INFO,The processing has been made without any e,00-streamlit_app,success,0.1390s,2024-07-27 10:06:02
2024-06-13 20:37:21,INFO,Len of df processed 1164,00-streamlit_app,success,0.1393s,2024-07-27 10:06:02
2024-06-13 20:37:21,INFO,Processing completed!,00-streamlit_app,success,0.1396s,2024-07-27 10:06:02
2024-06-13 20:37:21,INFO,Traitement finished timestamp: 2024-06-13 ,00-streamlit_app,success,0.1399s,2024-07-27 10:06:02
2024-06-13 20:37:21,INFO,Duration job: 0h:1m:5s,00-streamlit_app,success,0.1401s,2024-07-27 10:06:02
2024-06-17 14:40:08,INFO,Start timestamp: 2024-06-17 14:40:08.21731,00-streamlit_app,success,0.1450s,2024-07-27 10:06:02
2024-06-17 14:40:08,INFO,Len of excel founded in uploaded file 1187,00-streamlit_app,success,0.1456s,2024-07-27 10:06:02
2024-07-22 11:32:26,INFO,Start timestamp: 2024-07-22 11:32:26.64018,00-streamlit_app,success,0.1548s,2024-07-27 10:06:02
2024-07-22 11:32:27,INFO,Len of excel founded in uploaded file 8197,00-streamlit_app,success,0.1556s,2024-07-27 10:06:02
2024-07-22 11:33:29,INFO,The processing has been made without any e,00-streamlit_app,success,0.1560s,2024-07-27 10:06:02
2024-07-22 11:33:29,INFO,Len of df processed 8197,00-streamlit_app,success,0.1563s,2024-07-27 10:06:02
2024-07-22 11:33:29,INFO,Processing completed!,00-streamlit_app,success,0.1566s,2024-07-27 10:06:02
2024-07-22 11:33:31,INFO,Traitement finished timestamp: 2024-07-22 ,00-streamlit_app,success,0.1568s,2024-07-27 10:06:02
2024-07-22 11:33:31,INFO,Duration job: 0h:1m:5s,00-streamlit_app,success,0.1571s,2024-07-27 10:06:02
2024-07-22 11:36:22,INFO,Start timestamp: 2024-07-22 11:36:22.86500,00-streamlit_app,success,0.1573s,2024-07-27 10:06:02
2024-07-22 11:36:23,INFO,Len of excel founded in uploaded file 8197,00-streamlit_app,success,0.1576s,2024-07-27 10:06:02
2024-07-22 11:37:25,INFO,The processing has been made without any e,00-streamlit_app,success,0.1580s,2024-07-27 10:06:02
2024-07-22 11:37:25,INFO,Len of df processed 8197,00-streamlit_app,success,0.1583s,2024-07-27 10:06:02
2024-07-22 11:37:25,INFO,Processing completed!,00-streamlit_app,success,0.1586s,2024-07-27 10:06:02
2024-07-22 11:37:27,INFO,Traitement finished timestamp: 2024-07-22 ,00-streamlit_app,success,0.1588s,2024-07-27 10:06:02
2024-07-22 11:37:27,INFO,Duration job: 0h:1m:4s,00-streamlit_app,success,0.1591s,2024-07-27 10:06:02
2024-07-22 11:37:54,INFO,Start timestamp: 2024-07-22 11:37:54.69025,00-streamlit_app,success,0.1594s,2024-07-27 10:06:02
2024-07-22 11:37:54,INFO,Len of excel founded in uploaded file 1524,00-streamlit_app,success,0.1597s,2024-07-27 10:06:02
2024-07-22 11:38:57,INFO,The processing has been made without any e,00-streamlit_app,success,0.1599s,2024-07-27 10:06:02
2024-07-22 11:38:57,INFO,Len of df processed 1505,00-streamlit_app,success,0.1602s,2024-07-27 10:06:02
2024-07-22 11:38:57,INFO,Processing completed!,00-streamlit_app,success,0.1605s,2024-07-27 10:06:02
2024-07-22 11:38:57,INFO,Traitement finished timestamp: 2024-07-22 ,00-streamlit_app,success,0.1607s,2024-07-27 10:06:02
2024-07-22 11:38:57,INFO,Duration job: 0h:1m:2s,00-streamlit_app,success,0.1610s,2024-07-27 10:06:02
2024-07-22 11:39:16,INFO,Start timestamp: 2024-07-22 11:39:16.56416,00-streamlit_app,success,0.1612s,2024-07-27 10:06:02
2024-07-22 11:39:16,INFO,Len of excel founded in uploaded file 1524,00-streamlit_app,success,0.1615s,2024-07-27 10:06:02
2024-07-22 11:40:18,INFO,The processing has been made without any e,00-streamlit_app,success,0.1617s,2024-07-27 10:06:02
2024-07-22 11:40:18,INFO,Len of df processed 1505,00-streamlit_app,success,0.1620s,2024-07-27 10:06:02
2024-07-22 11:40:18,INFO,Processing completed!,00-streamlit_app,success,0.1623s,2024-07-27 10:06:02
2024-07-22 11:40:19,INFO,Traitement finished timestamp: 2024-07-22 ,00-streamlit_app,success,0.1625s,2024-07-27 10:06:02
2024-07-22 11:40:19,INFO,Duration job: 0h:1m:2s,00-streamlit_app,success,0.1628s,2024-07-27 10:06:02
2024-06-13 19:20:09,INFO,Start timestamp: 2024-06-13 19:20:09.71850,00-streamlit_app,success,0.1638s,2024-07-27 10:06:02
2024-06-13 19:20:10,INFO,Len of excel founded in uploaded file 1187,00-streamlit_app,success,0.1641s,2024-07-27 10:06:02
2024-06-13 19:21:47,INFO,The processing has been made without any e,00-streamlit_app,success,0.1644s,2024-07-27 10:06:02
2024-06-13 19:25:04,INFO,Start timestamp: 2024-06-13 19:25:04.44911,00-streamlit_app,success,0.1652s,2024-07-27 10:06:02
2024-06-13 19:25:04,INFO,Len of excel founded in uploaded file 1187,00-streamlit_app,success,0.1653s,2024-07-27 10:06:02
2024-06-13 19:26:41,INFO,The processing has been made without any e,00-streamlit_app,success,0.1655s,2024-07-27 10:06:02
2024-06-13 19:26:41,INFO,Len of df processed 1164,00-streamlit_app,success,0.1656s,2024-07-27 10:06:02
2024-06-13 19:26:41,INFO,Processing completed!,00-streamlit_app,success,0.1658s,2024-07-27 10:06:02
2024-06-13 19:26:42,INFO,Traitement finished timestamp: 2024-06-13 ,00-streamlit_app,success,0.1659s,2024-07-27 10:06:02
2024-06-13 19:26:42,INFO,Duration job: 0h:1m:37s,00-streamlit_app,success,0.1660s,2024-07-27 10:06:02
2024-06-11 18:03:52,INFO,File has been read for verification succes,00-streamlit_app,success,0.1737s,2024-07-27 10:06:02
2024-06-17 13:59:28,INFO,Start timestamp: 2024-06-17 13:59:28.52447,00-streamlit_app,success,0.1790s,2024-07-27 10:06:02
2024-06-17 13:59:28,INFO,Len of excel founded in uploaded file 1187,00-streamlit_app,success,0.1794s,2024-07-27 10:06:02
2024-06-17 14:00:31,INFO,The processing has been made without any e,00-streamlit_app,success,0.1796s,2024-07-27 10:06:02
2024-06-17 14:00:31,INFO,Len of df processed 1164,00-streamlit_app,success,0.1798s,2024-07-27 10:06:02
2024-06-17 14:00:31,INFO,Processing completed!,00-streamlit_app,success,0.1801s,2024-07-27 10:06:02
2024-06-17 14:00:31,INFO,Traitement finished timestamp: 2024-06-17 ,00-streamlit_app,success,0.1803s,2024-07-27 10:06:02
2024-06-17 14:00:31,INFO,Duration job: 0h:1m:3s,00-streamlit_app,success,0.1805s,2024-07-27 10:06:02
2024-06-13 19:42:28,INFO,Start timestamp: 2024-06-13 19:42:28.66069,00-streamlit_app,success,0.1813s,2024-07-27 10:06:02
2024-06-13 19:42:28,INFO,Len of excel founded in uploaded file 1187,00-streamlit_app,success,0.1815s,2024-07-27 10:06:02
2024-06-13 19:43:31,INFO,The processing has been made without any e,00-streamlit_app,success,0.1817s,2024-07-27 10:06:02
2024-06-13 19:43:31,INFO,Len of df processed 1164,00-streamlit_app,success,0.1819s,2024-07-27 10:06:02
2024-06-13 19:43:31,INFO,Processing completed!,00-streamlit_app,success,0.1820s,2024-07-27 10:06:02
2024-06-13 19:43:31,INFO,Traitement finished timestamp: 2024-06-13 ,00-streamlit_app,success,0.1821s,2024-07-27 10:06:02
2024-06-13 19:43:31,INFO,Duration job: 0h:1m:2s,00-streamlit_app,success,0.1823s,2024-07-27 10:06:02
2024-06-17 14:03:53,INFO,Start timestamp: 2024-06-17 14:03:53.02825,00-streamlit_app,success,0.1829s,2024-07-27 10:06:02
2024-06-17 14:03:53,INFO,Len of excel founded in uploaded file 1187,00-streamlit_app,success,0.1831s,2024-07-27 10:06:02
2024-06-17 14:04:55,INFO,The processing has been made without any e,00-streamlit_app,success,0.1833s,2024-07-27 10:06:02
2024-06-17 14:04:55,INFO,Len of df processed 1164,00-streamlit_app,success,0.1834s,2024-07-27 10:06:02
2024-06-17 14:04:55,INFO,Processing completed!,00-streamlit_app,success,0.1836s,2024-07-27 10:06:02
2024-06-17 14:04:56,INFO,Traitement finished timestamp: 2024-06-17 ,00-streamlit_app,success,0.1838s,2024-07-27 10:06:02
2024-06-17 14:04:56,INFO,Duration job: 0h:1m:3s,00-streamlit_app,success,0.1839s,2024-07-27 10:06:02
2024-06-19 14:16:34,INFO,File has been read for verification succes,00-streamlit_app,success,0.1881s,2024-07-27 10:06:02
2024-06-19 16:41:37,INFO,Start timestamp: 2024-06-19 16:41:37.90295,00-streamlit_app,success,0.1883s,2024-07-27 10:06:02
2024-06-19 16:47:00,INFO,Start timestamp: 2024-06-19 16:47:00.60961,00-streamlit_app,success,0.1885s,2024-07-27 10:06:02
2024-06-19 16:47:00,INFO,Len of excel founded in uploaded file 2361,00-streamlit_app,success,0.1886s,2024-07-27 10:06:02
2024-06-19 16:48:04,INFO,The processing has been made without any e,00-streamlit_app,success,0.1887s,2024-07-27 10:06:02
2024-06-19 16:48:04,INFO,Len of df processed 2324,00-streamlit_app,success,0.1889s,2024-07-27 10:06:02
2024-06-19 16:48:04,INFO,Processing completed!,00-streamlit_app,success,0.1890s,2024-07-27 10:06:02
2024-06-19 16:48:05,INFO,Traitement finished timestamp: 2024-06-19 ,00-streamlit_app,success,0.1891s,2024-07-27 10:06:02
2024-06-19 16:48:05,INFO,Duration job: 0h:1m:4s,00-streamlit_app,success,0.1893s,2024-07-27 10:06:02
2024-06-19 16:49:10,INFO,Start timestamp: 2024-06-19 16:49:10.39476,00-streamlit_app,success,0.1894s,2024-07-27 10:06:02
2024-06-19 16:49:10,INFO,Len of excel founded in uploaded file 2361,00-streamlit_app,success,0.1895s,2024-07-27 10:06:02
2024-06-19 16:50:14,INFO,The processing has been made without any e,00-streamlit_app,success,0.1897s,2024-07-27 10:06:02
2024-06-19 16:50:14,INFO,Len of df processed 2324,00-streamlit_app,success,0.1898s,2024-07-27 10:06:02
2024-06-19 16:50:14,INFO,Processing completed!,00-streamlit_app,success,0.1899s,2024-07-27 10:06:02
2024-06-19 16:50:14,INFO,Traitement finished timestamp: 2024-06-19 ,00-streamlit_app,success,0.1901s,2024-07-27 10:06:02
2024-06-19 16:50:14,INFO,Duration job: 0h:1m:4s,00-streamlit_app,success,0.1902s,2024-07-27 10:06:02
2024-07-02 15:04:37,INFO,Start timestamp: 2024-07-02 15:04:37.63207,00-streamlit_app,success,0.1988s,2024-07-27 10:06:02
2024-07-02 15:04:43,INFO,Len of excel founded in uploaded file 4726,00-streamlit_app,success,0.1991s,2024-07-27 10:06:02
2024-07-02 15:05:45,INFO,The processing has been made without any e,00-streamlit_app,success,0.1992s,2024-07-27 10:06:02
2024-07-02 15:05:46,INFO,Len of df processed 4726,00-streamlit_app,success,0.1994s,2024-07-27 10:06:02
2024-07-02 15:05:46,INFO,Processing completed!,00-streamlit_app,success,0.1996s,2024-07-27 10:06:02
2024-07-02 15:05:48,INFO,Traitement finished timestamp: 2024-07-02 ,00-streamlit_app,success,0.1997s,2024-07-27 10:06:02
2024-07-02 15:05:48,INFO,Duration job: 0h:1m:10s,00-streamlit_app,success,0.1999s,2024-07-27 10:06:02
2024-07-02 15:06:29,INFO,Start timestamp: 2024-07-02 15:06:29.16920,00-streamlit_app,success,0.2000s,2024-07-27 10:06:02
2024-07-02 15:06:29,INFO,Len of excel founded in uploaded file 4726,00-streamlit_app,success,0.2002s,2024-07-27 10:06:02
2024-07-02 15:07:31,INFO,The processing has been made without any e,00-streamlit_app,success,0.2004s,2024-07-27 10:06:02
2024-07-02 15:07:31,INFO,Len of df processed 4726,00-streamlit_app,success,0.2005s,2024-07-27 10:06:02
2024-07-02 15:07:31,INFO,Processing completed!,00-streamlit_app,success,0.2007s,2024-07-27 10:06:02
2024-07-02 15:07:32,INFO,Traitement finished timestamp: 2024-07-02 ,00-streamlit_app,success,0.2008s,2024-07-27 10:06:02
2024-07-02 15:07:32,INFO,Duration job: 0h:1m:3s,00-streamlit_app,success,0.2010s,2024-07-27 10:06:02
2024-07-02 15:09:46,INFO,Start timestamp: 2024-07-02 15:09:46.19701,00-streamlit_app,success,0.2011s,2024-07-27 10:06:02
2024-07-02 15:09:46,INFO,Len of excel founded in uploaded file 1072,00-streamlit_app,success,0.2012s,2024-07-27 10:06:02
2024-07-02 15:10:56,INFO,The processing has been made without any e,00-streamlit_app,success,0.2014s,2024-07-27 10:06:02
2024-07-02 15:10:56,INFO,Len of df processed 1072,00-streamlit_app,success,0.2015s,2024-07-27 10:06:02
2024-07-02 15:10:56,INFO,Processing completed!,00-streamlit_app,success,0.2017s,2024-07-27 10:06:02
2024-07-02 15:10:57,INFO,Traitement finished timestamp: 2024-07-02 ,00-streamlit_app,success,0.2018s,2024-07-27 10:06:02
2024-07-02 15:10:57,INFO,Duration job: 0h:1m:11s,00-streamlit_app,success,0.2020s,2024-07-27 10:06:02
2024-07-02 15:11:22,INFO,Start timestamp: 2024-07-02 15:11:22.31165,00-streamlit_app,success,0.2022s,2024-07-27 10:06:02
2024-07-02 15:11:22,INFO,Len of excel founded in uploaded file 1072,00-streamlit_app,success,0.2024s,2024-07-27 10:06:02
2024-07-02 15:12:24,INFO,The processing has been made without any e,00-streamlit_app,success,0.2025s,2024-07-27 10:06:02
2024-07-02 15:12:24,INFO,Len of df processed 1072,00-streamlit_app,success,0.2027s,2024-07-27 10:06:02
2024-07-02 15:12:24,INFO,Processing completed!,00-streamlit_app,success,0.2029s,2024-07-27 10:06:02
2024-07-02 15:12:24,INFO,Traitement finished timestamp: 2024-07-02 ,00-streamlit_app,success,0.2030s,2024-07-27 10:06:02
2024-07-02 15:12:24,INFO,Duration job: 0h:1m:2s,00-streamlit_app,success,0.2032s,2024-07-27 10:06:02
2024-06-13 19:33:44,INFO,Start timestamp: 2024-06-13 19:33:44.99943,00-streamlit_app,success,0.2129s,2024-07-27 10:06:02
2024-06-13 19:33:45,INFO,Len of excel founded in uploaded file 1187,00-streamlit_app,success,0.2132s,2024-07-27 10:06:02
2024-06-13 19:35:22,INFO,The processing has been made without any e,00-streamlit_app,success,0.2134s,2024-07-27 10:06:02
2024-06-13 19:35:22,INFO,Len of df processed 1164,00-streamlit_app,success,0.2135s,2024-07-27 10:06:02
2024-06-13 19:35:22,INFO,Processing completed!,00-streamlit_app,success,0.2136s,2024-07-27 10:06:02
2024-06-13 19:35:23,INFO,Traitement finished timestamp: 2024-06-13 ,00-streamlit_app,success,0.2138s,2024-07-27 10:06:02
2024-06-13 19:35:23,INFO,Duration job: 0h:1m:38s,00-streamlit_app,success,0.2140s,2024-07-27 10:06:02
2024-06-13 20:38:24,INFO,Start timestamp: 2024-06-13 20:38:24.65959,00-streamlit_app,success,0.2342s,2024-07-27 10:06:02
2024-06-13 20:38:26,INFO,Len of excel founded in uploaded file 1187,00-streamlit_app,success,0.2346s,2024-07-27 10:06:02
2024-06-13 20:39:28,INFO,The processing has been made without any e,00-streamlit_app,success,0.2349s,2024-07-27 10:06:02
2024-06-13 20:39:29,INFO,Len of df processed 1164,00-streamlit_app,success,0.2351s,2024-07-27 10:06:02
2024-06-13 20:39:29,INFO,Processing completed!,00-streamlit_app,success,0.2353s,2024-07-27 10:06:02
2024-06-13 20:39:29,INFO,Traitement finished timestamp: 2024-06-13 ,00-streamlit_app,success,0.2356s,2024-07-27 10:06:02
2024-06-13 20:39:29,INFO,Duration job: 0h:1m:5s,00-streamlit_app,success,0.2359s,2024-07-27 10:06:02
2024-06-13 20:39:36,INFO,Start timestamp: 2024-06-13 20:39:36.65069,00-streamlit_app,success,0.2361s,2024-07-27 10:06:02
2024-06-13 20:39:36,INFO,Len of excel founded in uploaded file 1187,00-streamlit_app,success,0.2363s,2024-07-27 10:06:02
2024-06-13 20:40:38,INFO,The processing has been made without any e,00-streamlit_app,success,0.2364s,2024-07-27 10:06:02
2024-06-13 20:40:38,INFO,Len of df processed 1164,00-streamlit_app,success,0.2366s,2024-07-27 10:06:02
2024-06-13 20:40:38,INFO,Processing completed!,00-streamlit_app,success,0.2369s,2024-07-27 10:06:02
2024-06-13 20:40:39,INFO,Traitement finished timestamp: 2024-06-13 ,00-streamlit_app,success,0.2371s,2024-07-27 10:06:02
2024-06-13 20:40:39,INFO,Duration job: 0h:1m:2s,00-streamlit_app,success,0.2373s,2024-07-27 10:06:02
2024-06-13 17:27:41,INFO,Start timestamp: 2024-06-13 17:27:41.63476,00-streamlit_app,success,0.2445s,2024-07-27 10:06:02
2024-06-13 17:27:43,INFO,Len of excel founded in uploaded file 1187,00-streamlit_app,success,0.2449s,2024-07-27 10:06:02
2024-06-13 17:28:45,INFO,The processing has been made without any e,00-streamlit_app,success,0.2451s,2024-07-27 10:06:02
2024-06-13 17:28:45,INFO,Len of df processed 1164,00-streamlit_app,success,0.2453s,2024-07-27 10:06:02
2024-06-13 17:28:45,INFO,Processing completed!,00-streamlit_app,success,0.2455s,2024-07-27 10:06:02
2024-06-13 17:28:46,INFO,Traitement finished timestamp: 2024-06-13 ,00-streamlit_app,success,0.2457s,2024-07-27 10:06:02
2024-06-13 17:28:46,INFO,Duration job: 0h:1m:4s,00-streamlit_app,success,0.2459s,2024-07-27 10:06:02
2024-06-13 17:33:00,INFO,Start timestamp: 2024-06-13 17:33:00.02641,00-streamlit_app,success,0.2460s,2024-07-27 10:06:02
2024-06-13 17:33:00,INFO,Len of excel founded in uploaded file 1187,00-streamlit_app,success,0.2462s,2024-07-27 10:06:02
2024-06-13 17:34:03,INFO,The processing has been made without any e,00-streamlit_app,success,0.2463s,2024-07-27 10:06:02
2024-06-13 17:34:03,INFO,Len of df processed 1164,00-streamlit_app,success,0.2465s,2024-07-27 10:06:02
2024-06-13 17:34:03,INFO,Processing completed!,00-streamlit_app,success,0.2467s,2024-07-27 10:06:02
2024-06-13 17:34:05,INFO,Traitement finished timestamp: 2024-06-13 ,00-streamlit_app,success,0.2468s,2024-07-27 10:06:02
2024-06-13 17:34:05,INFO,Duration job: 0h:1m:5s,00-streamlit_app,success,0.2470s,2024-07-27 10:06:02
2024-06-21 21:32:28,INFO,Running (1): build_sql_pymssql(),06-dcx,success,0.2501s,2024-07-27 10:06:02
2024-06-21 21:32:28,INFO,Successfully connected to the database.,06-dcx,success,0.2505s,2024-07-27 10:06:02
2024-06-21 21:32:28,INFO,Query <_io.TextIOWrapper name='sql/query_t,06-dcx,success,0.2506s,2024-07-27 10:06:02
2024-06-21 21:32:28,INFO,"read_sql_file()" took 0.014 seconds to ex,06-dcx,success,0.2508s,2024-07-27 10:06:02
2024-06-21 21:34:21,INFO,Running (1): build_sql_pymssql(),06-dcx,success,0.2509s,2024-07-27 10:06:02
2024-06-21 21:34:21,INFO,Successfully connected to the database.,06-dcx,success,0.2511s,2024-07-27 10:06:02
2024-06-21 21:34:21,INFO,Query <_io.TextIOWrapper name='sql/query_t,06-dcx,success,0.2513s,2024-07-27 10:06:02
2024-06-21 21:34:21,INFO,"read_sql_file()" took 0.000 seconds to ex,06-dcx,success,0.2514s,2024-07-27 10:06:02
2024-06-21 21:37:44,INFO,Running (1): build_sql_pymssql(),06-dcx,success,0.2516s,2024-07-27 10:06:02
